,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
228,Zimbabwe,-19.015438,29.154857,1/22/20,0,0,0,0,Africa
227,Zambia,-13.133897,27.849332,1/22/20,0,0,0,0,Africa
257,Yemen,15.552727,48.516388,1/22/20,0,0,0,0,Eastern Mediterranean
255,Western Sahara,24.2155,-12.8858,1/22/20,0,0,0,0,Africa
237,West Bank and Gaza,31.9522,35.2332,1/22/20,0,0,0,0,Eastern Mediterranean
226,Vietnam,14.058324,108.277199,1/22/20,0,0,0,0,Western Pacific
225,Venezuela,6.4238,-66.5897,1/22/20,0,0,0,0,Americas
224,Uzbekistan,41.377491,64.585262,1/22/20,0,0,0,0,Europe
223,US,40,-100,1/22/20,1,0,0,1,Americas
222,Uruguay,-32.5228,-55.7658,1/22/20,0,0,0,0,Americas
215,United Kingdom,32.3078,-64.7505,1/22/20,0,0,0,0,Europe
216,United Kingdom,19.3133,-81.2546,1/22/20,0,0,0,0,Europe
217,United Kingdom,49.3723,-2.3644,1/22/20,0,0,0,0,Europe
218,United Kingdom,36.1408,-5.3536,1/22/20,0,0,0,0,Europe
219,United Kingdom,54.2361,-4.5481,1/22/20,0,0,0,0,Europe
220,United Kingdom,16.742498,-62.187366,1/22/20,0,0,0,0,Europe
221,United Kingdom,55.3781,-3.436,1/22/20,0,0,0,0,Europe
245,United Kingdom,18.2206,-63.0686,1/22/20,0,0,0,0,Europe
246,United Kingdom,18.4207,-64.64,1/22/20,0,0,0,0,Europe
247,United Kingdom,21.694,-71.7979,1/22/20,0,0,0,0,Europe
252,United Kingdom,-51.7963,-59.5236,1/22/20,0,0,0,0,Europe
214,United Arab Emirates,23.424076,53.847818,1/22/20,0,0,0,0,Eastern Mediterranean
213,Ukraine,48.3794,31.1656,1/22/20,0,0,0,0,Europe
212,Uganda,1.373333,32.290275,1/22/20,0,0,0,0,Africa
211,Turkey,38.9637,35.2433,1/22/20,0,0,0,0,Europe
210,Tunisia,33.886917,9.537499,1/22/20,0,0,0,0,Eastern Mediterranean
209,Trinidad and Tobago,10.6918,-61.2225,1/22/20,0,0,0,0,Americas
208,Togo,8.6195,0.8248,1/22/20,0,0,0,0,Africa
233,Timor-Leste,-8.874217,125.727539,1/22/20,0,0,0,0,South-East Asia
207,Thailand,15.870032,100.992541,1/22/20,2,0,0,2,South-East Asia
206,Tanzania,-6.369028,34.888822,1/22/20,0,0,0,0,Africa
259,Tajikistan,38.861,71.2761,1/22/20,0,0,0,0,Europe
205,Taiwan*,23.7,121,1/22/20,1,0,0,1,Western Pacific
232,Syria,34.802075,38.996815,1/22/20,0,0,0,0,Eastern Mediterranean
204,Switzerland,46.8182,8.2275,1/22/20,0,0,0,0,Europe
203,Sweden,60.128161,18.643501,1/22/20,0,0,0,0,Europe
202,Suriname,3.9193,-56.0278,1/22/20,0,0,0,0,Americas
201,Sudan,12.8628,30.2176,1/22/20,0,0,0,0,Eastern Mediterranean
200,Sri Lanka,7.873054,80.771797,1/22/20,0,0,0,0,South-East Asia
199,Spain,40.463667,-3.74922,1/22/20,0,0,0,0,Europe
254,South Sudan,6.877,31.307,1/22/20,0,0,0,0,Africa
141,South Korea,35.907757,127.766922,1/22/20,1,0,0,1,Western Pacific
198,South Africa,-30.5595,22.9375,1/22/20,0,0,0,0,Africa
197,Somalia,5.152149,46.199616,1/22/20,0,0,0,0,Eastern Mediterranean
196,Slovenia,46.1512,14.9955,1/22/20,0,0,0,0,Europe
195,Slovakia,48.669,19.699,1/22/20,0,0,0,0,Europe
194,Singapore,1.2833,103.8333,1/22/20,0,0,0,0,Western Pacific
250,Sierra Leone,8.460555,-11.779889,1/22/20,0,0,0,0,Africa
193,Seychelles,-4.6796,55.492,1/22/20,0,0,0,0,Africa
192,Serbia,44.0165,21.0059,1/22/20,0,0,0,0,Europe
191,Senegal,14.4974,-14.4524,1/22/20,0,0,0,0,Africa
190,Saudi Arabia,23.885942,45.079162,1/22/20,0,0,0,0,Eastern Mediterranean
256,Sao Tome and Principe,0.1864,6.6131,1/22/20,0,0,0,0,Africa
189,San Marino,43.9424,12.4578,1/22/20,0,0,0,0,Europe
188,Saint Vincent and the Grenadines,12.9843,-61.2872,1/22/20,0,0,0,0,Americas
187,Saint Lucia,13.9094,-60.9789,1/22/20,0,0,0,0,Americas
240,Saint Kitts and Nevis,17.357822,-62.782998,1/22/20,0,0,0,0,Americas
186,Rwanda,-1.9403,29.8739,1/22/20,0,0,0,0,Africa
185,Russia,61.52401,105.318756,1/22/20,0,0,0,0,Europe
184,Romania,45.9432,24.9668,1/22/20,0,0,0,0,Europe
183,Qatar,25.3548,51.1839,1/22/20,0,0,0,0,Eastern Mediterranean
182,Portugal,39.3999,-8.2245,1/22/20,0,0,0,0,Europe
181,Poland,51.9194,19.1451,1/22/20,0,0,0,0,Europe
180,Philippines,12.879721,121.774017,1/22/20,0,0,0,0,Western Pacific
179,Peru,-9.19,-75.0152,1/22/20,0,0,0,0,Americas
178,Paraguay,-23.4425,-58.4438,1/22/20,0,0,0,0,Americas
177,Papua New Guinea,-6.314993,143.95555,1/22/20,0,0,0,0,Western Pacific
176,Panama,8.538,-80.7821,1/22/20,0,0,0,0,Americas
175,Pakistan,30.3753,69.3451,1/22/20,0,0,0,0,Eastern Mediterranean
174,Oman,21.512583,55.923255,1/22/20,0,0,0,0,Eastern Mediterranean
173,Norway,60.472,8.4689,1/22/20,0,0,0,0,Europe
172,North Macedonia,41.6086,21.7453,1/22/20,0,0,0,0,Europe
171,Nigeria,9.082,8.6753,1/22/20,0,0,0,0,Africa
170,Niger,17.607789,8.081666,1/22/20,0,0,0,0,Africa
169,Nicaragua,12.865416,-85.207229,1/22/20,0,0,0,0,Americas
168,New Zealand,-40.9006,174.886,1/22/20,0,0,0,0,Western Pacific
164,Netherlands,12.5211,-69.9683,1/22/20,0,0,0,0,Europe
165,Netherlands,12.1696,-68.99,1/22/20,0,0,0,0,Europe
166,Netherlands,18.0425,-63.0548,1/22/20,0,0,0,0,Europe
167,Netherlands,52.1326,5.2913,1/22/20,0,0,0,0,Europe
163,Nepal,28.1667,84.25,1/22/20,0,0,0,0,South-East Asia
162,Namibia,-22.9576,18.4904,1/22/20,0,0,0,0,Africa
231,Mozambique,-18.665695,35.529562,1/22/20,0,0,0,0,Africa
161,Morocco,31.7917,-7.0926,1/22/20,0,0,0,0,Eastern Mediterranean
160,Montenegro,42.708678,19.37439,1/22/20,0,0,0,0,Europe
159,Mongolia,46.8625,103.8467,1/22/20,0,0,0,0,Western Pacific
158,Monaco,43.7333,7.4167,1/22/20,0,0,0,0,Europe
157,Moldova,47.4116,28.3699,1/22/20,0,0,0,0,Europe
156,Mexico,23.6345,-102.5528,1/22/20,0,0,0,0,Americas
155,Mauritius,-20.348404,57.552152,1/22/20,0,0,0,0,Africa
154,Mauritania,21.0079,-10.9408,1/22/20,0,0,0,0,Africa
153,Malta,35.9375,14.3754,1/22/20,0,0,0,0,Europe
239,Mali,17.570692,-3.996166,1/22/20,0,0,0,0,Africa
152,Maldives,3.2028,73.2207,1/22/20,0,0,0,0,South-East Asia
151,Malaysia,4.210484,101.975766,1/22/20,0,0,0,0,Western Pacific
251,Malawi,-13.2543,34.3015,1/22/20,0,0,0,0,Africa
150,Madagascar,-18.766947,46.869107,1/22/20,0,0,0,0,Africa
149,Luxembourg,49.8153,6.1296,1/22/20,0,0,0,0,Europe
148,Lithuania,55.1694,23.8813,1/22/20,0,0,0,0,Europe
147,Liechtenstein,47.14,9.55,1/22/20,0,0,0,0,Europe
236,Libya,26.3351,17.228331,1/22/20,0,0,0,0,Eastern Mediterranean
146,Liberia,6.428055,-9.429499,1/22/20,0,0,0,0,Africa
260,Lesotho,-29.61,28.2336,1/22/20,0,0,0,0,Africa
145,Lebanon,33.8547,35.8623,1/22/20,0,0,0,0,Eastern Mediterranean
144,Latvia,56.8796,24.6032,1/22/20,0,0,0,0,Europe
235,Laos,19.85627,102.495496,1/22/20,0,0,0,0,Western Pacific
143,Kyrgyzstan,41.20438,74.766098,1/22/20,0,0,0,0,Europe
142,Kuwait,29.31166,47.481766,1/22/20,0,0,0,0,Eastern Mediterranean
243,Kosovo,42.602636,20.902977,1/22/20,0,0,0,0,Europe
140,Kenya,-0.0236,37.9062,1/22/20,0,0,0,0,Africa
139,Kazakhstan,48.0196,66.9237,1/22/20,0,0,0,0,Europe
138,Jordan,31.24,36.51,1/22/20,0,0,0,0,Eastern Mediterranean
137,Japan,36.204824,138.252924,1/22/20,2,0,0,2,Western Pacific
136,Jamaica,18.1096,-77.2975,1/22/20,0,0,0,0,Americas
135,Italy,41.87194,12.56738,1/22/20,0,0,0,0,Europe
134,Israel,31.046051,34.851612,1/22/20,0,0,0,0,Europe
133,Ireland,53.1424,-7.6921,1/22/20,0,0,0,0,Europe
132,Iraq,33.223191,43.679291,1/22/20,0,0,0,0,Eastern Mediterranean
131,Iran,32.427908,53.688046,1/22/20,0,0,0,0,Eastern Mediterranean
130,Indonesia,-0.7893,113.9213,1/22/20,0,0,0,0,South-East Asia
129,India,20.593684,78.96288,1/22/20,0,0,0,0,South-East Asia
128,Iceland,64.9631,-19.0208,1/22/20,0,0,0,0,Europe
127,Hungary,47.1625,19.5033,1/22/20,0,0,0,0,Europe
126,Honduras,15.2,-86.2419,1/22/20,0,0,0,0,Americas
125,Holy See,41.9029,12.4534,1/22/20,0,0,0,0,Europe
124,Haiti,18.9712,-72.2852,1/22/20,0,0,0,0,Americas
123,Guyana,4.860416,-58.93018,1/22/20,0,0,0,0,Americas
238,Guinea-Bissau,11.8037,-15.1804,1/22/20,0,0,0,0,Africa
122,Guinea,9.9456,-9.6966,1/22/20,0,0,0,0,Africa
121,Guatemala,15.7835,-90.2308,1/22/20,0,0,0,0,Americas
230,Grenada,12.1165,-61.679,1/22/20,0,0,0,0,Americas
91,Greenland,71.7069,-42.6043,1/22/20,0,0,0,0,Europe
120,Greece,39.0742,21.8243,1/22/20,0,0,0,0,Europe
119,Ghana,7.9465,-1.0232,1/22/20,0,0,0,0,Africa
118,Germany,51.165691,10.451526,1/22/20,0,0,0,0,Europe
117,Georgia,42.3154,43.3569,1/22/20,0,0,0,0,Europe
116,Gambia,13.4432,-15.3101,1/22/20,0,0,0,0,Africa
115,Gabon,-0.8037,11.6094,1/22/20,0,0,0,0,Africa
105,France,3.9339,-53.1258,1/22/20,0,0,0,0,Europe
106,France,-17.6797,149.4068,1/22/20,0,0,0,0,Europe
107,France,16.265,-61.551,1/22/20,0,0,0,0,Europe
108,France,-12.8275,45.166244,1/22/20,0,0,0,0,Europe
109,France,-20.904305,165.618042,1/22/20,0,0,0,0,Europe
110,France,-21.1151,55.5364,1/22/20,0,0,0,0,Europe
111,France,17.9,-62.8333,1/22/20,0,0,0,0,Europe
112,France,18.0708,-63.0501,1/22/20,0,0,0,0,Europe
113,France,14.6415,-61.0242,1/22/20,0,0,0,0,Europe
114,France,46.2276,2.2137,1/22/20,0,0,0,0,Europe
253,France,46.8852,-56.3159,1/22/20,0,0,0,0,Europe
104,Finland,61.92411,25.748151,1/22/20,0,0,0,0,Europe
103,Fiji,-17.7134,178.065,1/22/20,0,0,0,0,Western Pacific
102,Ethiopia,9.145,40.4897,1/22/20,0,0,0,0,Africa
101,Eswatini,-26.5225,31.4659,1/22/20,0,0,0,0,Africa
100,Estonia,58.5953,25.0136,1/22/20,0,0,0,0,Europe
99,Eritrea,15.1794,39.7823,1/22/20,0,0,0,0,Africa
98,Equatorial Guinea,1.6508,10.2679,1/22/20,0,0,0,0,Africa
97,El Salvador,13.7942,-88.8965,1/22/20,0,0,0,0,Americas
96,Egypt,26.820553,30.802498,1/22/20,0,0,0,0,Eastern Mediterranean
95,Ecuador,-1.8312,-78.1834,1/22/20,0,0,0,0,Americas
94,Dominican Republic,18.7357,-70.1627,1/22/20,0,0,0,0,Americas
229,Dominica,15.415,-61.371,1/22/20,0,0,0,0,Americas
93,Djibouti,11.8251,42.5903,1/22/20,0,0,0,0,Eastern Mediterranean
90,Denmark,61.8926,-6.9118,1/22/20,0,0,0,0,Europe
92,Denmark,56.2639,9.5018,1/22/20,0,0,0,0,Europe
89,Czechia,49.8175,15.473,1/22/20,0,0,0,0,Europe
88,Cyprus,35.1264,33.4299,1/22/20,0,0,0,0,Europe
87,Cuba,21.521757,-77.781167,1/22/20,0,0,0,0,Americas
86,Croatia,45.1,15.2,1/22/20,0,0,0,0,Europe
85,Cote d'Ivoire,7.54,-5.5471,1/22/20,0,0,0,0,Africa
84,Costa Rica,9.7489,-83.7534,1/22/20,0,0,0,0,Americas
83,Congo (Kinshasa),-4.0383,21.7587,1/22/20,0,0,0,0,Africa
82,Congo (Brazzaville),-0.228,15.8277,1/22/20,0,0,0,0,Africa
258,Comoros,-11.6455,43.3333,1/22/20,0,0,0,0,Africa
81,Colombia,4.5709,-74.2973,1/22/20,0,0,0,0,Americas
48,China,31.8257,117.2264,1/22/20,1,0,0,1,Western Pacific
49,China,40.1824,116.4142,1/22/20,14,0,0,14,Western Pacific
50,China,30.0572,107.874,1/22/20,6,0,0,6,Western Pacific
51,China,26.0789,117.9874,1/22/20,1,0,0,1,Western Pacific
52,China,35.7518,104.2861,1/22/20,0,0,0,0,Western Pacific
53,China,23.3417,113.4244,1/22/20,26,0,0,26,Western Pacific
54,China,23.8298,108.7881,1/22/20,2,0,0,2,Western Pacific
55,China,26.8154,106.8748,1/22/20,1,0,0,1,Western Pacific
56,China,19.1959,109.7453,1/22/20,4,0,0,4,Western Pacific
57,China,39.549,116.1306,1/22/20,1,0,0,1,Western Pacific
58,China,47.862,127.7615,1/22/20,0,0,0,0,Western Pacific
59,China,37.8957,114.9042,1/22/20,5,0,0,5,Western Pacific
60,China,22.3,114.2,1/22/20,0,0,0,0,Western Pacific
61,China,30.9756,112.2707,1/22/20,444,17,28,399,Western Pacific
62,China,27.6104,111.7088,1/22/20,4,0,0,4,Western Pacific
63,China,44.0935,113.9448,1/22/20,0,0,0,0,Western Pacific
64,China,32.9711,119.455,1/22/20,1,0,0,1,Western Pacific
65,China,27.614,115.7221,1/22/20,2,0,0,2,Western Pacific
66,China,43.6661,126.1923,1/22/20,0,0,0,0,Western Pacific
67,China,41.2956,122.6085,1/22/20,2,0,0,2,Western Pacific
68,China,22.1667,113.55,1/22/20,1,0,0,1,Western Pacific
69,China,37.2692,106.1655,1/22/20,1,0,0,1,Western Pacific
70,China,35.7452,95.9956,1/22/20,0,0,0,0,Western Pacific
71,China,35.1917,108.8701,1/22/20,0,0,0,0,Western Pacific
72,China,36.3427,118.1498,1/22/20,2,0,0,2,Western Pacific
73,China,31.202,121.4491,1/22/20,9,0,0,9,Western Pacific
74,China,37.5777,112.2922,1/22/20,1,0,0,1,Western Pacific
75,China,30.6171,102.7103,1/22/20,5,0,0,5,Western Pacific
76,China,39.3054,117.323,1/22/20,4,0,0,4,Western Pacific
77,China,31.6927,88.0924,1/22/20,0,0,0,0,Western Pacific
78,China,41.1129,85.2401,1/22/20,0,0,0,0,Western Pacific
79,China,24.974,101.487,1/22/20,1,0,0,1,Western Pacific
80,China,29.1832,120.0934,1/22/20,10,0,0,10,Western Pacific
47,Chile,-35.6751,-71.543,1/22/20,0,0,0,0,Americas
46,Chad,15.4542,18.7322,1/22/20,0,0,0,0,Africa
45,Central African Republic,6.6111,20.9394,1/22/20,0,0,0,0,Africa
35,Canada,53.9333,-116.5765,1/22/20,0,0,0,0,Americas
36,Canada,53.7267,-127.6476,1/22/20,0,0,0,0,Americas
37,Canada,53.7609,-98.8139,1/22/20,0,0,0,0,Americas
38,Canada,46.5653,-66.4619,1/22/20,0,0,0,0,Americas
39,Canada,53.1355,-57.6604,1/22/20,0,0,0,0,Americas
40,Canada,44.682,-63.7443,1/22/20,0,0,0,0,Americas
41,Canada,51.2538,-85.3232,1/22/20,0,0,0,0,Americas
42,Canada,46.5107,-63.4168,1/22/20,0,0,0,0,Americas
43,Canada,52.9399,-73.5491,1/22/20,0,0,0,0,Americas
44,Canada,52.9399,-106.4509,1/22/20,0,0,0,0,Americas
241,Canada,64.8255,-124.8457,1/22/20,0,0,0,0,Americas
242,Canada,64.2823,-135,1/22/20,0,0,0,0,Americas
34,Cameroon,3.848,11.5021,1/22/20,0,0,0,0,Africa
33,Cambodia,11.55,104.9167,1/22/20,0,0,0,0,Western Pacific
32,Cabo Verde,16.5388,-23.0418,1/22/20,0,0,0,0,Africa
249,Burundi,-3.3731,29.9189,1/22/20,0,0,0,0,Africa
244,Burma,21.9162,95.956,1/22/20,0,0,0,0,South-East Asia
31,Burkina Faso,12.2383,-1.5616,1/22/20,0,0,0,0,Africa
30,Bulgaria,42.7339,25.4858,1/22/20,0,0,0,0,Europe
29,Brunei,4.5353,114.7277,1/22/20,0,0,0,0,Western Pacific
28,Brazil,-14.235,-51.9253,1/22/20,0,0,0,0,Americas
248,Botswana,-22.3285,24.6849,1/22/20,0,0,0,0,Africa
27,Bosnia and Herzegovina,43.9159,17.6791,1/22/20,0,0,0,0,Europe
26,Bolivia,-16.2902,-63.5887,1/22/20,0,0,0,0,Americas
25,Bhutan,27.5142,90.4336,1/22/20,0,0,0,0,South-East Asia
24,Benin,9.3077,2.3158,1/22/20,0,0,0,0,Africa
234,Belize,17.1899,-88.4976,1/22/20,0,0,0,0,Americas
23,Belgium,50.8333,4.469936,1/22/20,0,0,0,0,Europe
22,Belarus,53.7098,27.9534,1/22/20,0,0,0,0,Europe
21,Barbados,13.1939,-59.5432,1/22/20,0,0,0,0,Americas
20,Bangladesh,23.685,90.3563,1/22/20,0,0,0,0,South-East Asia
19,Bahrain,26.0275,50.55,1/22/20,0,0,0,0,Eastern Mediterranean
18,Bahamas,25.025885,-78.035889,1/22/20,0,0,0,0,Americas
17,Azerbaijan,40.1431,47.5769,1/22/20,0,0,0,0,Europe
16,Austria,47.5162,14.5501,1/22/20,0,0,0,0,Europe
8,Australia,-35.4735,149.0124,1/22/20,0,0,0,0,Western Pacific
9,Australia,-33.8688,151.2093,1/22/20,0,0,0,0,Western Pacific
10,Australia,-12.4634,130.8456,1/22/20,0,0,0,0,Western Pacific
11,Australia,-27.4698,153.0251,1/22/20,0,0,0,0,Western Pacific
12,Australia,-34.9285,138.6007,1/22/20,0,0,0,0,Western Pacific
13,Australia,-42.8821,147.3272,1/22/20,0,0,0,0,Western Pacific
14,Australia,-37.8136,144.9631,1/22/20,0,0,0,0,Western Pacific
15,Australia,-31.9505,115.8605,1/22/20,0,0,0,0,Western Pacific
7,Armenia,40.0691,45.0382,1/22/20,0,0,0,0,Europe
6,Argentina,-38.4161,-63.6167,1/22/20,0,0,0,0,Americas
5,Antigua and Barbuda,17.0608,-61.7964,1/22/20,0,0,0,0,Americas
4,Angola,-11.2027,17.8739,1/22/20,0,0,0,0,Africa
3,Andorra,42.5063,1.5218,1/22/20,0,0,0,0,Europe
2,Algeria,28.0339,1.6596,1/22/20,0,0,0,0,Africa
1,Albania,41.1533,20.1683,1/22/20,0,0,0,0,Europe
0,Afghanistan,33.93911,67.709953,1/22/20,0,0,0,0,Eastern Mediterranean
489,Zimbabwe,-19.015438,29.154857,1/23/20,0,0,0,0,Africa
488,Zambia,-13.133897,27.849332,1/23/20,0,0,0,0,Africa
518,Yemen,15.552727,48.516388,1/23/20,0,0,0,0,Eastern Mediterranean
516,Western Sahara,24.2155,-12.8858,1/23/20,0,0,0,0,Africa
498,West Bank and Gaza,31.9522,35.2332,1/23/20,0,0,0,0,Eastern Mediterranean
487,Vietnam,14.058324,108.277199,1/23/20,2,0,0,2,Western Pacific
486,Venezuela,6.4238,-66.5897,1/23/20,0,0,0,0,Americas
485,Uzbekistan,41.377491,64.585262,1/23/20,0,0,0,0,Europe
484,US,40,-100,1/23/20,1,0,0,1,Americas
483,Uruguay,-32.5228,-55.7658,1/23/20,0,0,0,0,Americas
476,United Kingdom,32.3078,-64.7505,1/23/20,0,0,0,0,Europe
477,United Kingdom,19.3133,-81.2546,1/23/20,0,0,0,0,Europe
478,United Kingdom,49.3723,-2.3644,1/23/20,0,0,0,0,Europe
479,United Kingdom,36.1408,-5.3536,1/23/20,0,0,0,0,Europe
480,United Kingdom,54.2361,-4.5481,1/23/20,0,0,0,0,Europe
481,United Kingdom,16.742498,-62.187366,1/23/20,0,0,0,0,Europe
482,United Kingdom,55.3781,-3.436,1/23/20,0,0,0,0,Europe
506,United Kingdom,18.2206,-63.0686,1/23/20,0,0,0,0,Europe
507,United Kingdom,18.4207,-64.64,1/23/20,0,0,0,0,Europe
508,United Kingdom,21.694,-71.7979,1/23/20,0,0,0,0,Europe
513,United Kingdom,-51.7963,-59.5236,1/23/20,0,0,0,0,Europe
475,United Arab Emirates,23.424076,53.847818,1/23/20,0,0,0,0,Eastern Mediterranean
474,Ukraine,48.3794,31.1656,1/23/20,0,0,0,0,Europe
473,Uganda,1.373333,32.290275,1/23/20,0,0,0,0,Africa
472,Turkey,38.9637,35.2433,1/23/20,0,0,0,0,Europe
471,Tunisia,33.886917,9.537499,1/23/20,0,0,0,0,Eastern Mediterranean
470,Trinidad and Tobago,10.6918,-61.2225,1/23/20,0,0,0,0,Americas
469,Togo,8.6195,0.8248,1/23/20,0,0,0,0,Africa
494,Timor-Leste,-8.874217,125.727539,1/23/20,0,0,0,0,South-East Asia
468,Thailand,15.870032,100.992541,1/23/20,3,0,0,3,South-East Asia
467,Tanzania,-6.369028,34.888822,1/23/20,0,0,0,0,Africa
520,Tajikistan,38.861,71.2761,1/23/20,0,0,0,0,Europe
466,Taiwan*,23.7,121,1/23/20,1,0,0,1,Western Pacific
493,Syria,34.802075,38.996815,1/23/20,0,0,0,0,Eastern Mediterranean
465,Switzerland,46.8182,8.2275,1/23/20,0,0,0,0,Europe
464,Sweden,60.128161,18.643501,1/23/20,0,0,0,0,Europe
463,Suriname,3.9193,-56.0278,1/23/20,0,0,0,0,Americas
462,Sudan,12.8628,30.2176,1/23/20,0,0,0,0,Eastern Mediterranean
461,Sri Lanka,7.873054,80.771797,1/23/20,0,0,0,0,South-East Asia
460,Spain,40.463667,-3.74922,1/23/20,0,0,0,0,Europe
515,South Sudan,6.877,31.307,1/23/20,0,0,0,0,Africa
402,South Korea,35.907757,127.766922,1/23/20,1,0,0,1,Western Pacific
459,South Africa,-30.5595,22.9375,1/23/20,0,0,0,0,Africa
458,Somalia,5.152149,46.199616,1/23/20,0,0,0,0,Eastern Mediterranean
457,Slovenia,46.1512,14.9955,1/23/20,0,0,0,0,Europe
456,Slovakia,48.669,19.699,1/23/20,0,0,0,0,Europe
455,Singapore,1.2833,103.8333,1/23/20,1,0,0,1,Western Pacific
511,Sierra Leone,8.460555,-11.779889,1/23/20,0,0,0,0,Africa
454,Seychelles,-4.6796,55.492,1/23/20,0,0,0,0,Africa
453,Serbia,44.0165,21.0059,1/23/20,0,0,0,0,Europe
452,Senegal,14.4974,-14.4524,1/23/20,0,0,0,0,Africa
451,Saudi Arabia,23.885942,45.079162,1/23/20,0,0,0,0,Eastern Mediterranean
517,Sao Tome and Principe,0.1864,6.6131,1/23/20,0,0,0,0,Africa
450,San Marino,43.9424,12.4578,1/23/20,0,0,0,0,Europe
449,Saint Vincent and the Grenadines,12.9843,-61.2872,1/23/20,0,0,0,0,Americas
448,Saint Lucia,13.9094,-60.9789,1/23/20,0,0,0,0,Americas
501,Saint Kitts and Nevis,17.357822,-62.782998,1/23/20,0,0,0,0,Americas
447,Rwanda,-1.9403,29.8739,1/23/20,0,0,0,0,Africa
446,Russia,61.52401,105.318756,1/23/20,0,0,0,0,Europe
445,Romania,45.9432,24.9668,1/23/20,0,0,0,0,Europe
444,Qatar,25.3548,51.1839,1/23/20,0,0,0,0,Eastern Mediterranean
443,Portugal,39.3999,-8.2245,1/23/20,0,0,0,0,Europe
442,Poland,51.9194,19.1451,1/23/20,0,0,0,0,Europe
441,Philippines,12.879721,121.774017,1/23/20,0,0,0,0,Western Pacific
440,Peru,-9.19,-75.0152,1/23/20,0,0,0,0,Americas
439,Paraguay,-23.4425,-58.4438,1/23/20,0,0,0,0,Americas
438,Papua New Guinea,-6.314993,143.95555,1/23/20,0,0,0,0,Western Pacific
437,Panama,8.538,-80.7821,1/23/20,0,0,0,0,Americas
436,Pakistan,30.3753,69.3451,1/23/20,0,0,0,0,Eastern Mediterranean
435,Oman,21.512583,55.923255,1/23/20,0,0,0,0,Eastern Mediterranean
434,Norway,60.472,8.4689,1/23/20,0,0,0,0,Europe
433,North Macedonia,41.6086,21.7453,1/23/20,0,0,0,0,Europe
432,Nigeria,9.082,8.6753,1/23/20,0,0,0,0,Africa
431,Niger,17.607789,8.081666,1/23/20,0,0,0,0,Africa
430,Nicaragua,12.865416,-85.207229,1/23/20,0,0,0,0,Americas
429,New Zealand,-40.9006,174.886,1/23/20,0,0,0,0,Western Pacific
425,Netherlands,12.5211,-69.9683,1/23/20,0,0,0,0,Europe
426,Netherlands,12.1696,-68.99,1/23/20,0,0,0,0,Europe
427,Netherlands,18.0425,-63.0548,1/23/20,0,0,0,0,Europe
428,Netherlands,52.1326,5.2913,1/23/20,0,0,0,0,Europe
424,Nepal,28.1667,84.25,1/23/20,0,0,0,0,South-East Asia
423,Namibia,-22.9576,18.4904,1/23/20,0,0,0,0,Africa
492,Mozambique,-18.665695,35.529562,1/23/20,0,0,0,0,Africa
422,Morocco,31.7917,-7.0926,1/23/20,0,0,0,0,Eastern Mediterranean
421,Montenegro,42.708678,19.37439,1/23/20,0,0,0,0,Europe
420,Mongolia,46.8625,103.8467,1/23/20,0,0,0,0,Western Pacific
419,Monaco,43.7333,7.4167,1/23/20,0,0,0,0,Europe
418,Moldova,47.4116,28.3699,1/23/20,0,0,0,0,Europe
417,Mexico,23.6345,-102.5528,1/23/20,0,0,0,0,Americas
416,Mauritius,-20.348404,57.552152,1/23/20,0,0,0,0,Africa
415,Mauritania,21.0079,-10.9408,1/23/20,0,0,0,0,Africa
414,Malta,35.9375,14.3754,1/23/20,0,0,0,0,Europe
500,Mali,17.570692,-3.996166,1/23/20,0,0,0,0,Africa
413,Maldives,3.2028,73.2207,1/23/20,0,0,0,0,South-East Asia
412,Malaysia,4.210484,101.975766,1/23/20,0,0,0,0,Western Pacific
512,Malawi,-13.2543,34.3015,1/23/20,0,0,0,0,Africa
411,Madagascar,-18.766947,46.869107,1/23/20,0,0,0,0,Africa
410,Luxembourg,49.8153,6.1296,1/23/20,0,0,0,0,Europe
409,Lithuania,55.1694,23.8813,1/23/20,0,0,0,0,Europe
408,Liechtenstein,47.14,9.55,1/23/20,0,0,0,0,Europe
497,Libya,26.3351,17.228331,1/23/20,0,0,0,0,Eastern Mediterranean
407,Liberia,6.428055,-9.429499,1/23/20,0,0,0,0,Africa
521,Lesotho,-29.61,28.2336,1/23/20,0,0,0,0,Africa
406,Lebanon,33.8547,35.8623,1/23/20,0,0,0,0,Eastern Mediterranean
405,Latvia,56.8796,24.6032,1/23/20,0,0,0,0,Europe
496,Laos,19.85627,102.495496,1/23/20,0,0,0,0,Western Pacific
404,Kyrgyzstan,41.20438,74.766098,1/23/20,0,0,0,0,Europe
403,Kuwait,29.31166,47.481766,1/23/20,0,0,0,0,Eastern Mediterranean
504,Kosovo,42.602636,20.902977,1/23/20,0,0,0,0,Europe
401,Kenya,-0.0236,37.9062,1/23/20,0,0,0,0,Africa
400,Kazakhstan,48.0196,66.9237,1/23/20,0,0,0,0,Europe
399,Jordan,31.24,36.51,1/23/20,0,0,0,0,Eastern Mediterranean
398,Japan,36.204824,138.252924,1/23/20,2,0,0,2,Western Pacific
397,Jamaica,18.1096,-77.2975,1/23/20,0,0,0,0,Americas
396,Italy,41.87194,12.56738,1/23/20,0,0,0,0,Europe
395,Israel,31.046051,34.851612,1/23/20,0,0,0,0,Europe
